ID da viagem,Nome próprio,E-mail,ID do colaborador,Endereço de recolha,Endereço de entrega,Data/Hora de início,Data/Hora de término,Programa / Grupo,Tipo de transação,Montante da transação,Moeda,Total de débitos,Outras Promoções,Método de pagamento,URL da fatura
9d7e1b3c-3456-7890-abcd-b23456789012,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 10:04:00,2026-05-15 10:38:00,Motoristas_Diurnos,Tarifa base,13.22,BRL,13.22,0.0,Cartao_Credito,https://receipts.uber.com/v1/9d7e1b3c
9d7e1b3c-3456-7890-abcd-b23456789012,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 10:04:00,2026-05-15 10:38:00,Motoristas_Diurnos,Gorjeta,11.17,BRL,24.39,0.0,Uber_Conta,https://receipts.uber.com/v1/9d7e1b3c
1f9f3d5e-1234-5678-cdef-d45678901234,Carlos Silva,carlos.silva@email.com,FROTA_02,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 14:41:00,2026-05-15 15:01:00,Motoristas_Diurnos,Tarifa base,45.62,BRL,45.62,3.0,Cartao_Credito,https://receipts.uber.com/v1/1f9f3d5e
1f9f3d5e-1234-5678-cdef-d45678901234,Carlos Silva,carlos.silva@email.com,FROTA_02,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 14:41:00,2026-05-15 15:01:00,Motoristas_Diurnos,Gorjeta,4.84,BRL,50.46,0.0,Uber_Conta,https://receipts.uber.com/v1/1f9f3d5e
0e8f2c4d-7890-1234-bcde-c34567890123,Marcos Souza,marcos.souza@email.com,FROTA_04,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 12:58:00,2026-05-15 13:17:00,Motoristas_Noturnos,Tarifa base,20.33,BRL,20.33,0.0,Uber_Conta,https://receipts.uber.com/v1/0e8f2c4d
6a4f8d2e-1234-5678-abcd-ef1234567890,Claus Miranda,claus.driver@email.com,FROTA_01,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 08:53:00,2026-05-15 09:26:00,Motoristas_Noturnos,Tarifa base,37.86,BRL,37.86,3.0,Corporativo_Faturado,https://receipts.uber.com/v1/6a4f8d2e
6a4f8d2e-1234-5678-abcd-ef1234567890,Claus Miranda,claus.driver@email.com,FROTA_01,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 08:53:00,2026-05-15 09:26:00,Motoristas_Noturnos,Pedágio,11.96,BRL,49.82,0.0,Uber_Conta,https://receipts.uber.com/v1/6a4f8d2e
0e8f2c4d-7890-1234-bcde-c34567890123,Claus Miranda,claus.driver@email.com,FROTA_01,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 08:07:00,2026-05-15 08:36:00,Motoristas_Noturnos,Tarifa base,45.62,BRL,45.62,0.0,Uber_Conta,https://receipts.uber.com/v1/0e8f2c4d
0e8f2c4d-7890-1234-bcde-c34567890123,Claus Miranda,claus.driver@email.com,FROTA_01,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 08:07:00,2026-05-15 08:36:00,Motoristas_Noturnos,Ajuste de Tarifa,6.63,BRL,52.25,0.0,Uber_Conta,https://receipts.uber.com/v1/0e8f2c4d
3b1f5f7a-9012-3456-bcde-f67890123456,Claus Miranda,claus.driver@email.com,FROTA_01,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 10:39:00,2026-05-15 11:03:00,Motoristas_Noturnos,Tarifa base,40.95,BRL,40.95,3.0,Corporativo_Faturado,https://receipts.uber.com/v1/3b1f5f7a
0e8f2c4d-7890-1234-bcde-c34567890123,Carlos Silva,carlos.silva@email.com,FROTA_02,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 12:32:00,2026-05-15 13:04:00,Motoristas_Diurnos,Tarifa base,18.14,BRL,18.14,3.0,Corporativo_Faturado,https://receipts.uber.com/v1/0e8f2c4d
3b1f5f7a-9012-3456-bcde-f67890123456,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 12:21:00,2026-05-15 12:55:00,Motoristas_Noturnos,Tarifa base,42.66,BRL,42.66,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/3b1f5f7a
3b1f5f7a-9012-3456-bcde-f67890123456,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 12:21:00,2026-05-15 12:55:00,Motoristas_Noturnos,Pedágio,11.5,BRL,54.16,0.0,Uber_Conta,https://receipts.uber.com/v1/3b1f5f7a
7b5e9f1a-5678-1234-bcde-f01234567891,Marcos Souza,marcos.souza@email.com,FROTA_04,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 15:15:00,2026-05-15 15:47:00,Motoristas_Noturnos,Tarifa base,16.78,BRL,16.78,3.0,Cartao_Credito,https://receipts.uber.com/v1/7b5e9f1a
8c6f0a2b-9012-3456-cdef-a12345678912,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 13:23:00,2026-05-15 13:37:00,Motoristas_Diurnos,Tarifa base,47.3,BRL,47.3,3.0,Uber_Conta,https://receipts.uber.com/v1/8c6f0a2b
8c6f0a2b-9012-3456-cdef-a12345678912,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 13:23:00,2026-05-15 13:37:00,Motoristas_Diurnos,Ajuste de Tarifa,6.29,BRL,53.59,0.0,Uber_Conta,https://receipts.uber.com/v1/8c6f0a2b
1f9f3d5e-1234-5678-cdef-d45678901234,Marcos Souza,marcos.souza@email.com,FROTA_04,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 13:52:00,2026-05-15 14:03:00,Motoristas_Noturnos,Tarifa base,21.42,BRL,21.42,0.0,Cartao_Credito,https://receipts.uber.com/v1/1f9f3d5e
1f9f3d5e-1234-5678-cdef-d45678901234,Marcos Souza,marcos.souza@email.com,FROTA_04,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 13:52:00,2026-05-15 14:03:00,Motoristas_Noturnos,Pedágio,4.69,BRL,26.11,0.0,Uber_Conta,https://receipts.uber.com/v1/1f9f3d5e
9d7e1b3c-3456-7890-abcd-b23456789012,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 07:10:00,2026-05-15 07:25:00,Motoristas_Noturnos,Tarifa base,14.56,BRL,14.56,0.0,Cartao_Credito,https://receipts.uber.com/v1/9d7e1b3c
9d7e1b3c-3456-7890-abcd-b23456789012,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 07:10:00,2026-05-15 07:25:00,Motoristas_Noturnos,Gorjeta,5.15,BRL,19.71,0.0,Uber_Conta,https://receipts.uber.com/v1/9d7e1b3c
3b1f5f7a-9012-3456-bcde-f67890123456,Carlos Silva,carlos.silva@email.com,FROTA_02,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 08:25:00,2026-05-15 08:56:00,Motoristas_Diurnos,Tarifa base,47.55,BRL,47.55,3.0,Uber_Conta,https://receipts.uber.com/v1/3b1f5f7a
3b1f5f7a-9012-3456-bcde-f67890123456,Marcos Souza,marcos.souza@email.com,FROTA_04,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 07:46:00,2026-05-15 07:57:00,Motoristas_Noturnos,Tarifa base,37.04,BRL,37.04,0.0,Cartao_Credito,https://receipts.uber.com/v1/3b1f5f7a
6a4f8d2e-1234-5678-abcd-ef1234567890,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 13:02:00,2026-05-15 13:33:00,Motoristas_Noturnos,Tarifa base,24.89,BRL,24.89,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/6a4f8d2e
6a4f8d2e-1234-5678-abcd-ef1234567890,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 13:02:00,2026-05-15 13:33:00,Motoristas_Noturnos,Pedágio,6.76,BRL,31.65,0.0,Uber_Conta,https://receipts.uber.com/v1/6a4f8d2e
2a0f4e6f-5678-9012-abcd-e56789012345,Carlos Silva,carlos.silva@email.com,FROTA_02,"R. Dr. Arlindo Sodré, 450 - São Mateus, ES","Hospital Roberto Silvares, São Mateus - ES",2026-05-15 14:03:00,2026-05-15 14:18:00,Motoristas_Diurnos,Tarifa base,45.23,BRL,45.23,0.0,Cartao_Credito,https://receipts.uber.com/v1/2a0f4e6f
7b5e9f1a-5678-1234-bcde-f01234567891,Claus Miranda,claus.driver@email.com,FROTA_01,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 15:23:00,2026-05-15 15:57:00,Motoristas_Noturnos,Tarifa base,12.56,BRL,12.56,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/7b5e9f1a
7b5e9f1a-5678-1234-bcde-f01234567891,Claus Miranda,claus.driver@email.com,FROTA_01,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 15:23:00,2026-05-15 15:57:00,Motoristas_Noturnos,Ajuste de Tarifa,7.07,BRL,19.63,0.0,Uber_Conta,https://receipts.uber.com/v1/7b5e9f1a
2a0f4e6f-5678-9012-abcd-e56789012345,Claus Miranda,claus.driver@email.com,FROTA_01,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 12:38:00,2026-05-15 12:46:00,Motoristas_Noturnos,Tarifa base,49.44,BRL,49.44,0.0,Cartao_Credito,https://receipts.uber.com/v1/2a0f4e6f
2a0f4e6f-5678-9012-abcd-e56789012345,Claus Miranda,claus.driver@email.com,FROTA_01,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 12:38:00,2026-05-15 12:46:00,Motoristas_Noturnos,Pedágio,11.59,BRL,61.03,0.0,Uber_Conta,https://receipts.uber.com/v1/2a0f4e6f
3b1f5f7a-9012-3456-bcde-f67890123456,Carlos Silva,carlos.silva@email.com,FROTA_02,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 11:13:00,2026-05-15 11:27:00,Motoristas_Diurnos,Tarifa base,48.81,BRL,48.81,3.0,Uber_Conta,https://receipts.uber.com/v1/3b1f5f7a
1f9f3d5e-1234-5678-cdef-d45678901234,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 14:18:00,2026-05-15 14:42:00,Motoristas_Noturnos,Tarifa base,46.94,BRL,46.94,3.0,Corporativo_Faturado,https://receipts.uber.com/v1/1f9f3d5e
1f9f3d5e-1234-5678-cdef-d45678901234,Claus Miranda,claus.driver@email.com,FROTA_01,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 14:18:00,2026-05-15 14:42:00,Motoristas_Noturnos,Pedágio,3.26,BRL,50.2,0.0,Uber_Conta,https://receipts.uber.com/v1/1f9f3d5e
8c6f0a2b-9012-3456-cdef-a12345678912,Claus Miranda,claus.driver@email.com,FROTA_01,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 07:19:00,2026-05-15 07:48:00,Motoristas_Noturnos,Tarifa base,44.75,BRL,44.75,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/8c6f0a2b
9d7e1b3c-3456-7890-abcd-b23456789012,Claus Miranda,claus.driver@email.com,FROTA_01,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 07:33:00,2026-05-15 07:54:00,Motoristas_Noturnos,Tarifa base,36.98,BRL,36.98,3.0,Uber_Conta,https://receipts.uber.com/v1/9d7e1b3c
9d7e1b3c-3456-7890-abcd-b23456789012,Claus Miranda,claus.driver@email.com,FROTA_01,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 07:33:00,2026-05-15 07:54:00,Motoristas_Noturnos,Ajuste de Tarifa,4.44,BRL,41.42,0.0,Uber_Conta,https://receipts.uber.com/v1/9d7e1b3c
1f9f3d5e-1234-5678-cdef-d45678901234,Carlos Silva,carlos.silva@email.com,FROTA_02,"R. Dr. Arlindo Sodré, 450 - São Mateus, ES","Hospital Roberto Silvares, São Mateus - ES",2026-05-15 12:55:00,2026-05-15 13:07:00,Motoristas_Diurnos,Tarifa base,37.52,BRL,37.52,0.0,Cartao_Credito,https://receipts.uber.com/v1/1f9f3d5e
1f9f3d5e-1234-5678-cdef-d45678901234,Carlos Silva,carlos.silva@email.com,FROTA_02,"R. Dr. Arlindo Sodré, 450 - São Mateus, ES","Hospital Roberto Silvares, São Mateus - ES",2026-05-15 12:55:00,2026-05-15 13:07:00,Motoristas_Diurnos,Gorjeta,2.59,BRL,40.11,0.0,Uber_Conta,https://receipts.uber.com/v1/1f9f3d5e
7b5e9f1a-5678-1234-bcde-f01234567891,Claus Miranda,claus.driver@email.com,FROTA_01,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 09:48:00,2026-05-15 10:12:00,Motoristas_Noturnos,Tarifa base,22.08,BRL,22.08,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/7b5e9f1a
1f9f3d5e-1234-5678-cdef-d45678901234,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 13:38:00,2026-05-15 14:12:00,Motoristas_Diurnos,Tarifa base,32.64,BRL,32.64,0.0,Uber_Conta,https://receipts.uber.com/v1/1f9f3d5e
6a4f8d2e-1234-5678-abcd-ef1234567890,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 07:56:00,2026-05-15 08:08:00,Motoristas_Diurnos,Tarifa base,22.05,BRL,22.05,0.0,Uber_Conta,https://receipts.uber.com/v1/6a4f8d2e
0e8f2c4d-7890-1234-bcde-c34567890123,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 09:45:00,2026-05-15 10:15:00,Motoristas_Diurnos,Tarifa base,25.03,BRL,25.03,3.0,Uber_Conta,https://receipts.uber.com/v1/0e8f2c4d
3b1f5f7a-9012-3456-bcde-f67890123456,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 07:44:00,2026-05-15 08:12:00,Motoristas_Diurnos,Tarifa base,28.1,BRL,28.1,0.0,Corporativo_Faturado,https://receipts.uber.com/v1/3b1f5f7a
3b1f5f7a-9012-3456-bcde-f67890123456,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Av. José Tozzi, 1200 - São Mateus, ES","Bairro Guriri, São Mateus - ES",2026-05-15 07:44:00,2026-05-15 08:12:00,Motoristas_Diurnos,Gorjeta,8.55,BRL,36.65,0.0,Uber_Conta,https://receipts.uber.com/v1/3b1f5f7a
0e8f2c4d-7890-1234-bcde-c34567890123,Carlos Silva,carlos.silva@email.com,FROTA_02,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 13:42:00,2026-05-15 14:07:00,Motoristas_Diurnos,Tarifa base,38.82,BRL,38.82,3.0,Corporativo_Faturado,https://receipts.uber.com/v1/0e8f2c4d
0e8f2c4d-7890-1234-bcde-c34567890123,Carlos Silva,carlos.silva@email.com,FROTA_02,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 13:42:00,2026-05-15 14:07:00,Motoristas_Diurnos,Pedágio,11.09,BRL,49.91,0.0,Uber_Conta,https://receipts.uber.com/v1/0e8f2c4d
6a4f8d2e-1234-5678-abcd-ef1234567890,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 15:35:00,2026-05-15 15:47:00,Motoristas_Diurnos,Tarifa base,28.33,BRL,28.33,0.0,Cartao_Credito,https://receipts.uber.com/v1/6a4f8d2e
6a4f8d2e-1234-5678-abcd-ef1234567890,Ana Oliveira,ana.oliveira@email.com,FROTA_03,"Guriri Beach, São Mateus - ES","Av. José Tozzi, São Mateus - ES",2026-05-15 15:35:00,2026-05-15 15:47:00,Motoristas_Diurnos,Gorjeta,11.04,BRL,39.37,0.0,Uber_Conta,https://receipts.uber.com/v1/6a4f8d2e
9d7e1b3c-3456-7890-abcd-b23456789012,Carlos Silva,carlos.silva@email.com,FROTA_02,"Centro, São Mateus - ES","Bairro Carapina, São Mateus - ES",2026-05-15 07:55:00,2026-05-15 08:14:00,Motoristas_Diurnos,Tarifa base,41.64,BRL,41.64,0.0,Uber_Conta,https://receipts.uber.com/v1/9d7e1b3c
9d7e1b3c-3456-7890-abcd-b23456789012,Carlos Silva,carlos.silva@email.com,FROTA_02,"Rod. Othovarino Duarte Santos, 500 - São Mateus, ES","Centro, São Mateus - ES",2026-05-15 13:12:00,2026-05-15 13:20:00,Motoristas_Diurnos,Tarifa base,18.82,BRL,18.82,0.0,Cartao_Credito,https://receipts.uber.com/v1/9d7e1b3c
